iter	Passed	Remaining
202	357	4044
203	359	4044
204	361	4047
205	363	4042
206	364	4038
207	365	4031
208	367	4029
209	369	4025
210	370	4022
211	372	4016
212	373	4010
213	375	4014
214	377	4011
215	378	4006
216	380	4000
217	381	3996
218	383	3994
219	385	3992
220	386	3987
221	388	3984
222	389	3979
223	392	3983
224	393	3981
225	395	3981
226	397	3978
227	398	3973
228	400	3971
229	401	3965
230	403	3960
231	404	3954
232	406	3953
233	408	3955
234	409	3951
235	411	3949
236	413	3946
237	414	3942
238	416	3938
239	417	3934
240	419	3931
241	420	3927
242	423	3931
243	425	3929
244	426	3927
245	428	3923
246	429	3921
247	431	3917
248	432	3914
249	434	3913
250	436	3909
251	438	3911
252	440	3911
253	441	3907
254	443	3904
255	444	3900
256	446	3897
257	448	3895
258	449	3891
259	451	3886
260	452	3884
261	455	3888
262	456	3884
263	458	3882
264	459	3877
265	461	3874
266	462	3871
267	464	3866
268	465	3862
269	467	3857
270	468	3855
271	470	3856
272	472	3853
273	473	3849
274	475	3846
275	476	3843
276	478	3837
277	479	3832
278	480	3828
279	482	3823
280	483	3819
281	485	3820
282	487	3820
283	489	3816
284	490	3812
285	491	3807
286	493	3804
287	494	3800
288	496	3797
289	497	3794
290	499	3791
291	501	3794
292	503	3793
293	505	3792
294	507	3791
295	508	3788
296	510	3786
297	512	3783
298	513	3780
299	515	3778
300	517	3780
301	519	3778
302	520	3775
303	522	3773
304	523	3769
305	525	3765
306	526	3762
307	527	3756
308	529	3753
309	530	3750
310	533	3752
311	535	3751
312	536	3751
313	538	3749
314	540	3747
315	541	3745
316	543	3742
317	544	3739
318	546	3737
319	549	3740
320	550	3739
321	552	3735
322	553	3732
323	555	3730
324	556	3727
325	558	3723
326	559	3719
327	561	3716
328	562	3714
329	564	3713
330	566	3711
331	567	3708
332	569	3705
333	570	3702
334	572	3700
335	574	3697
336	575	3693
337	576	3690
338	578	3688
339	580	3690
340	582	3689
341	584	3685
342	585	3681
343	586	3678
344	588	3675
345	589	3671
346	591	3667
347	592	3664
348	594	3663
349	596	3664
350	598	3662
351	599	3658
352	600	3654
353	602	3652
354	604	3649
355	605	3646
356	607	3645
357	609	3644
358	611	3647
359	613	3647
360	615	3646
361	616	3643
362	618	3642
363	620	3640
364	622	3638
365	623	3635
366	625	3632
367	627	3635
368	629	3633
369	630	3631
370	632	3628
371	633	3626
372	635	3624
373	636	3620
374	638	3617
375	639	3614
376	641	3613
377	643	3613
378	645	3612
379	646	3609
380	648	3608
381	650	3605
382	651	3602
383	653	3599
384	654	3597
385	657	3599
386	659	3599
387	660	3595
388	662	3593
389	663	3591
390	665	3588
391	666	3586
392	668	3584
393	670	3583
394	672	3581
395	674	3583
396	676	3581
397	677	3579
398	679	3576
399	680	3574
400	682	3571
401	683	3568
402	684	3561
403	685	3559
404	687	3555
405	689	3555
406	691	3556
407	693	3556
408	695	3553
409	696	3550
410	698	3548
411	699	3545
412	701	3543
413	703	3543
414	705	3542
415	707	3542
416	708	3540
417	710	3538
418	712	3536
419	713	3535
420	715	3533
421	717	3530
422	718	3528
423	720	3527
424	722	3527
425	723	3523
426	725	3521
427	726	3518
428	728	3516
429	729	3513
430	731	3509
431	732	3508
432	734	3505
433	735	3502
434	737	3502
435	739	3500
436	740	3497
437	742	3495
438	744	3493
439	745	3491
440	747	3489
441	749	3487
442	750	3485
443	752	3485
444	754	3485
445	756	3482
446	757	3479
447	759	3476
448	760	3474
449	762	3472
450	763	3469
451	765	3466
452	766	3463
453	768	3463
454	770	3463
455	772	3462
456	773	3459
457	775	3456
458	776	3453
459	778	3450
460	779	3448
461	781	3445
462	782	3442
463	784	3442
464	785	3435
465	786	3433
466	788	3430
467	789	3428
468	791	3427
469	792	3424
470	794	3422
471	795	3419
472	797	3416
473	799	3415
474	801	3415
475	802	3412
476	804	3411
477	805	3408
478	807	3407
479	809	3405
480	810	3402
481	812	3399
482	813	3398
483	816	3399
484	818	3399
485	819	3397
486	821	3396
487	823	3394
488	825	3393
489	826	3390
490	827	3387
491	829	3385
492	831	3384
493	833	3384
494	835	3382
495	836	3379
496	837	3376
497	839	3375
498	841	3372
499	842	3370
500	844	3368
501	845	3366
502	848	3366
503	849	3364
504	850	3361
505	852	3360
506	854	3357
507	855	3353
508	856	3351
509	858	3349
510	859	3346
511	861	3344
512	864	3347
513	866	3346
514	868	3346
515	870	3345
516	871	3344
517	873	3343
518	875	3341
519	877	3340
520	879	3340
521	880	3337
522	882	3336
523	884	3333
524	885	3331
525	887	3329
526	888	3327
527	890	3325
528	891	3323
529	893	3322
530	895	3321
531	897	3320
532	899	3318
533	900	3316
534	902	3313
535	903	3310
536	905	3308
537	906	3305
538	908	3303
539	910	3303
540	911	3301
541	913	3298
542	914	3296
543	916	3293
544	917	3291
545	919	3290
546	920	3287
547	922	3285
548	923	3283
549	925	3282
550	927	3281
551	929	3278
552	930	3276
553	932	3274
554	933	3272
555	935	3269
556	936	3268
557	938	3266
558	940	3265
559	942	3264
560	943	3262
561	945	3260
562	946	3257
563	948	3255
564	949	3252
565	951	3250
566	952	3248
567	954	3246
568	956	3244
569	957	3242
570	959	3240
571	960	3238
572	962	3236
573	964	3235
574	965	3233
575	967	3230
576	968	3228
577	970	3226
578	972	3225
579	974	3224
580	975	3221
581	976	3219
582	978	3217
583	980	3217
584	982	3217
585	984	3215
586	986	3214
587	988	3215
588	990	3214
589	992	3213
590	994	3211
591	995	3209
592	997	3206
593	998	3204
594	1000	3202
595	1001	3200
596	1003	3200
597	1006	3200
598	1007	3198
599	1009	3197
600	1011	3195
601	1012	3193
602	1014	3191
603	1016	3189
604	1018	3189
605	1020	3190
606	1022	3188
607	1024	3187
608	1026	3186
609	1027	3184
610	1029	3182
611	1031	3181
612	1032	3179
613	1035	3179
614	1036	3178
615	1038	3176
616	1040	3174
617	1041	3172
618	1043	3170
619	1045	3169
620	1046	3167
621	1048	3165
622	1050	3164
623	1052	3163
624	1054	3162
625	1055	3160
626	1057	3159
627	1059	3157
628	1061	3156
629	1062	3154
630	1064	3152
631	1066	3152
632	1068	3152
633	1070	3151
634	1072	3149
635	1073	3147
636	1075	3144
637	1077	3143
638	1078	3140
639	1080	3138
640	1082	3138
641	1084	3137
642	1085	3135
643	1087	3133
644	1088	3131
645	1090	3129
646	1091	3127
647	1093	3125
648	1094	3122
649	1097	3122
650	1099	3121
651	1100	3120
652	1106	3129
653	1108	3127
654	1110	3127
655	1111	3125
656	1114	3127
657	1117	3127
658	1119	3126
659	1121	3125
660	1123	3126
661	1125	3124
662	1127	3124
663	1130	3125
664	1132	3124
665	1134	3122
666	1135	3121
667	1137	3119
668	1139	3117
669	1140	3115
670	1142	3112
671	1144	3113
672	1146	3112
673	1148	3110
674	1149	3108
675	1151	3107
676	1153	3105
677	1154	3103
678	1156	3101
679	1157	3099
680	1160	3098
681	1161	3097
682	1163	3094
683	1164	3092
684	1166	3089
685	1167	3087
686	1169	3085
687	1170	3083
688	1172	3081
689	1174	3079
690	1176	3078
691	1178	3077
692	1179	3075
693	1181	3073
694	1182	3071
695	1184	3069
696	1185	3067
697	1187	3064
698	1188	3062
699	1190	3060
700	1193	3063
701	1195	3061
702	1196	3059
703	1198	3057
704	1200	3055
705	1201	3053
706	1203	3051
707	1204	3049
708	1206	3048
709	1208	3047
710	1210	3045
711	1212	3043
712	1213	3041
713	1214	3038
714	1216	3036
715	1217	3033
716	1219	3031
717	1220	3029
718	1222	3027
719	1224	3026
720	1225	3023
721	1226	3021
722	1228	3019
723	1229	3016
724	1231	3014
725	1232	3012
726	1234	3010
727	1236	3009
728	1238	3007
729	1240	3006
730	1241	3004
731	1243	3002
732	1244	3000
733	1246	2998
734	1247	2996
735	1249	2994
736	1251	2993
737	1253	2992
738	1255	2992
739	1257	2990
740	1259	2988
741	1260	2986
742	1262	2984
743	1263	2982
744	1265	2980
745	1266	2978
746	1268	2975
747	1270	2974
748	1271	2972
749	1273	2970
750	1274	2969
751	1276	2967
752	1278	2965
753	1279	2963
754	1281	2961
755	1282	2958
756	1284	2956
757	1286	2955
758	1287	2953
759	1289	2951
760	1290	2949
761	1292	2947
762	1294	2945
763	1295	2944
764	1297	2943
765	1299	2941
766	1301	2940
767	1303	2939
768	1305	2938
769	1307	2936
770	1308	2934
771	1310	2932
772	1311	2930
773	1313	2928
774	1314	2926
775	1317	2925
776	1318	2924
777	1320	2922
778	1321	2920
779	1323	2917
780	1324	2915
781	1326	2914
782	1327	2911
783	1329	2909
784	1330	2907
785	1332	2906
786	1334	2905
787	1336	2903
788	1337	2901
789	1339	2898
790	1340	2896
791	1341	2894
792	1343	2891
793	1345	2890
794	1347	2888
795	1349	2888
796	1350	2886
797	1352	2884
798	1353	2882
799	1355	2880
800	1357	2878
801	1358	2876
802	1360	2874
803	1361	2872
804	1363	2871
805	1365	2870
806	1367	2868
807	1368	2866
808	1370	2864
809	1371	2861
810	1373	2859
811	1374	2857
812	1375	2854
813	1377	2852
814	1378	2850
815	1381	2850
816	1382	2848
817	1384	2847
818	1386	2845
819	1388	2844
820	1390	2842
821	1391	2841
822	1393	2839
823	1395	2838
824	1397	2837
825	1398	2835
826	1400	2833
827	1402	2831
828	1403	2829
829	1405	2827
830	1407	2827
831	1409	2824
832	1411	2823
833	1412	2822
834	1414	2820
835	1415	2818
836	1417	2816
837	1418	2814
838	1420	2811
839	1421	2809
840	1423	2807
841	1424	2805
842	1426	2804
843	1428	2803
844	1430	2802
845	1432	2800
846	1433	2798
847	1435	2796
848	1437	2794
849	1438	2792
850	1440	2790
851	1442	2789
852	1444	2788
853	1445	2786
854	1446	2783
855	1448	2781
856	1449	2779
857	1451	2777
858	1452	2775
859	1454	2773
860	1455	2771
861	1457	2770
862	1459	2768
863	1461	2766
864	1462	2764
865	1464	2762
866	1465	2760
867	1467	2758
868	1468	2756
869	1469	2753
870	1471	2751
871	1473	2750
872	1475	2748
873	1476	2746
874	1477	2744
875	1479	2743
876	1481	2741
877	1482	2739
878	1484	2737
879	1485	2734
880	1486	2732
881	1488	2731
882	1490	2730
883	1492	2727
884	1493	2725
885	1495	2723
886	1496	2722
887	1498	2720
888	1499	2717
889	1501	2716
890	1502	2714
891	1505	2713
892	1506	2711
893	1508	2710
894	1510	2708
895	1511	2705
896	1513	2703
897	1514	2702
898	1515	2699
899	1517	2697
900	1519	2695
901	1520	2694
902	1522	2692
903	1523	2690
904	1525	2688
905	1526	2686
906	1528	2684
907	1529	2681
908	1531	2680
909	1532	2678
910	1534	2677
911	1537	2676
912	1539	2675
913	1540	2673
914	1542	2671
915	1543	2669
916	1545	2667
917	1547	2665
918	1548	2663
919	1550	2662
920	1552	2661
921	1554	2659
922	1555	2658
923	1557	2656
924	1558	2654
925	1560	2652
926	1562	2650
927	1563	2648
928	1565	2646
929	1566	2645
930	1568	2643
931	1570	2641
932	1571	2639
933	1573	2637
934	1574	2636
935	1576	2633
936	1577	2631
937	1579	2629
938	1580	2627
939	1582	2626
940	1585	2626
941	1586	2624
942	1588	2622
943	1589	2620
944	1590	2617
945	1592	2615
946	1593	2613
947	1595	2611
948	1596	2609
949	1598	2608
950	1600	2607
951	1602	2605
952	1603	2603
953	1605	2601
954	1607	2599
955	1608	2597
956	1609	2595
957	1611	2593
958	1612	2591
959	1615	2590
960	1616	2589
961	1618	2587
962	1619	2585
963	1621	2583
964	1622	2581
965	1624	2579
966	1625	2577
967	1627	2575
968	1629	2574
969	1631	2573
970	1633	2571
971	1635	2570
972	1636	2568
973	1638	2566
974	1640	2565
975	1641	2563
976	1643	2561
977	1645	2560
978	1647	2559
979	1648	2557
980	1650	2555
981	1651	2553
982	1653	2551
983	1654	2549
984	1656	2547
985	1658	2545
986	1659	2544
987	1662	2543
988	1663	2541
989	1665	2539
990	1666	2537
991	1667	2535
992	1669	2533
993	1670	2531
994	1672	2529
995	1673	2527
996	1675	2526
997	1677	2525
998	1679	2523
999	1681	2521
1000	1682	2519
1001	1684	2517
1002	1685	2515
1003	1687	2514
1004	1688	2512
1005	1690	2510
1006	1692	2509
1007	1694	2508
1008	1696	2506
1009	1698	2505
1010	1700	2503
1011	1701	2502
1012	1703	2500
1013	1705	2498
1014	1706	2497
1015	1708	2495
1016	1710	2494
1017	1712	2493
1018	1713	2491
1019	1715	2489
1020	1717	2487
1021	1718	2485
1022	1720	2483
1023	1721	2481
1024	1723	2480
1025	1725	2479
1026	1727	2477
1027	1728	2475
1028	1730	2473
1029	1731	2471
1030	1733	2469
1031	1735	2468
1032	1736	2466
1033	1738	2464
1034	1740	2463
1035	1742	2462
1036	1743	2460
1037	1745	2457
1038	1746	2456
1039	1748	2454
1040	1749	2452
1041	1751	2450
1042	1753	2448
1043	1755	2447
1044	1757	2446
1045	1759	2445
1046	1760	2443
1047	1762	2442
1048	1764	2440
1049	1766	2439
1050	1767	2437
1051	1769	2435
1052	1772	2435
1053	1774	2434
1054	1775	2432
1055	1777	2430
1056	1778	2428
1057	1780	2426
1058	1782	2425
1059	1783	2423
1060	1785	2421
1061	1787	2420
1062	1789	2418
1063	1791	2417
1064	1792	2415
1065	1794	2414
1066	1796	2412
1067	1798	2411
1068	1800	2409
1069	1802	2408
1070	1804	2407
1071	1806	2406
1072	1808	2404
1073	1810	2403
1074	1812	2402
1075	1814	2400
1076	1816	2399
1077	1818	2398
1078	1820	2397
1079	1822	2395
1080	1823	2394
1081	1825	2392
1082	1826	2390
1083	1828	2388
1084	1830	2387
1085	1832	2385
1086	1834	2384
1087	1836	2382
1088	1837	2380
1089	1838	2378
1090	1840	2376
1091	1842	2375
1092	1844	2374
1093	1845	2371
1094	1847	2370
1095	1850	2370
1096	1852	2369
1097	1854	2367
1098	1856	2366
1099	1858	2364
1100	1860	2363
1101	1862	2362
1102	1864	2361
1103	1867	2361
1104	1869	2360
1105	1871	2359
1106	1873	2357
1107	1875	2356
1108	1877	2354
1109	1879	2353
1110	1881	2352
1111	1883	2351
1112	1885	2349
1113	1888	2349
1114	1890	2347
1115	1892	2346
1116	1893	2344
1117	1895	2343
1118	1898	2342
1119	1900	2341
1120	1901	2339
1121	1903	2338
1122	1905	2336
1123	1907	2335
1124	1909	2333
1125	1911	2332
1126	1913	2331
1127	1915	2329
1128	1917	2328
1129	1919	2326
1130	1921	2325
1131	1923	2324
1132	1924	2322
1133	1926	2320
1134	1928	2319
1135	1930	2317
1136	1931	2315
1137	1933	2313
1138	1934	2311
1139	1936	2310
1140	1938	2308
1141	1940	2307
1142	1941	2305
1143	1943	2304
1144	1945	2302
1145	1947	2301
1146	1949	2299
1147	1951	2298
1148	1953	2297
1149	1956	2296
1150	1958	2294
1151	1960	2293
1152	1961	2291
1153	1964	2290
1154	1965	2289
1155	1967	2287
1156	1969	2285
1157	1971	2284
1158	1973	2283
1159	1974	2281
1160	1976	2279
1161	1978	2277
1162	1979	2276
1163	1981	2274
1164	1983	2272
1165	1985	2271
1166	1987	2269
1167	1988	2268
1168	1990	2266
1169	1992	2264
1170	1994	2263
1171	1996	2262
1172	1998	2260
1173	1999	2258
1174	2001	2257
1175	2003	2255
1176	2005	2253
1177	2006	2252
1178	2008	2250
1179	2010	2248
1180	2011	2247
1181	2013	2245
1182	2015	2243
1183	2017	2242
1184	2019	2240
1185	2020	2238
1186	2022	2236
1187	2024	2235
1188	2025	2233
1189	2027	2231
1190	2028	2229
1191	2030	2228
1192	2032	2226
1193	2034	2225
1194	2036	2224
1195	2038	2222
1196	2039	2220
1197	2041	2218
1198	2042	2216
1199	2044	2214
1200	2046	2213
1201	2047	2211
1202	2049	2209
1203	2051	2207
1204	2052	2206
1205	2054	2204
1206	2056	2202
1207	2057	2200
1208	2059	2199
1209	2060	2197
1210	2062	2195
1211	2065	2194
1212	2066	2192
1213	2068	2191
1214	2070	2189
1215	2071	2187
1216	2073	2185
1217	2074	2183
1218	2076	2181
1219	2078	2180
1220	2080	2179
1221	2082	2177
1222	2083	2175
1223	2085	2173
1224	2086	2171
1225	2088	2169
1226	2089	2168
1227	2091	2166
1228	2093	2164
1229	2095	2163
1230	2097	2162
1231	2099	2160
1232	2101	2158
1233	2102	2157
1234	2104	2155
1235	2106	2153
1236	2107	2151
1237	2109	2150
1238	2112	2149
1239	2114	2148
1240	2115	2146
1241	2117	2144
1242	2118	2142
1243	2120	2140
1244	2121	2138
1245	2123	2137
1246	2125	2135
1247	2127	2134
1248	2129	2133
1249	2131	2131
1250	2133	2129
1251	2135	2128
1252	2137	2126
1253	2138	2125
1254	2140	2123
1255	2142	2121
1256	2144	2120
1257	2146	2118
1258	2147	2117
1259	2149	2115
1260	2150	2113
1261	2152	2111
1262	2154	2109
1263	2155	2107
1264	2157	2105
1265	2159	2104
1266	2160	2102
1267	2162	2100
1268	2163	2099
1269	2165	2097
1270	2167	2095
1271	2168	2093
1272	2169	2091
1273	2171	2089
1274	2173	2088
1275	2175	2086
1276	2177	2085
1277	2178	2083
1278	2180	2081
1279	2181	2079
1280	2183	2078
1281	2185	2076
1282	2187	2074
1283	2188	2072
1284	2191	2071
1285	2193	2070
1286	2194	2068
1287	2196	2066
1288	2198	2065
1289	2199	2063
1290	2201	2061
1291	2203	2060
1292	2205	2058
1293	2207	2057
1294	2208	2055
1295	2220	2063
1296	2224	2063
1297	2228	2063
1298	2231	2063
1299	2233	2061
1300	2237	2062
1301	2241	2062
1302	2243	2061
1303	2246	2060
1304	2248	2058
1305	2251	2058
1306	2253	2057
1307	2256	2056
1308	2259	2055
1309	2261	2054
1310	2263	2052
1311	2265	2051
1312	2268	2050
1313	2271	2049
1314	2273	2048
1315	2275	2046
1316	2277	2045
1317	2279	2044
1318	2281	2042
1319	2283	2041
1320	2286	2040
1321	2287	2038
1322	2290	2037
1323	2292	2035
1324	2293	2033
1325	2295	2032
1326	2296	2030
1327	2298	2028
1328	2300	2027
1329	2302	2025
1330	2304	2023
1331	2305	2021
1332	2307	2019
1333	2308	2017
1334	2310	2016
1335	2312	2014
1336	2313	2012
1337	2315	2010
1338	2317	2009
1339	2318	2007
1340	2320	2005
1341	2321	2003
1342	2323	2001
1343	2324	1999
1344	2326	1997
1345	2327	1995
1346	2329	1994
1347	2331	1992
1348	2333	1991
1349	2335	1989
1350	2337	1987
1351	2338	1985
1352	2340	1984
1353	2341	1982
1354	2344	1981
1355	2346	1979
1356	2349	1978
1357	2350	1977
1358	2352	1975
1359	2354	1973
1360	2356	1972
1361	2358	1970
1362	2359	1968
1363	2361	1966
1364	2363	1964
1365	2364	1963
1366	2366	1961
1367	2368	1959
1368	2369	1957
1369	2371	1955
1370	2372	1954
1371	2374	1952
1372	2376	1950
1373	2378	1949
1374	2380	1947
1375	2382	1945
1376	2383	1944
1377	2385	1942
1378	2386	1940
1379	2388	1938
1380	2390	1936
1381	2391	1934
1382	2393	1932
1383	2395	1931
1384	2396	1929
1385	2398	1928
1386	2400	1926
1387	2402	1924
1388	2403	1922
1389	2405	1920
1390	2406	1919
1391	2408	1917
1392	2410	1915
1393	2412	1913
1394	2413	1912
1395	2415	1910
1396	2417	1908
1397	2419	1907
1398	2420	1905
1399	2422	1903
1400	2423	1901
1401	2425	1899
1402	2427	1898
1403	2429	1896
1404	2431	1894
1405	2432	1892
1406	2434	1890
1407	2436	1889
1408	2438	1887
1409	2439	1885
1410	2441	1884
1411	2443	1882
1412	2444	1880
1413	2446	1879
1414	2448	1877
1415	2450	1875
1416	2451	1873
1417	2452	1871
1418	2454	1870
1419	2458	1869
1420	2460	1868
1421	2462	1866
1422	2464	1865
1423	2466	1863
1424	2468	1862
1425	2470	1860
1426	2473	1859
1427	2475	1858
1428	2477	1856
1429	2479	1854
1430	2480	1853
1431	2482	1851
1432	2484	1849
1433	2486	1848
1434	2488	1846
1435	2490	1845
1436	2491	1843
1437	2493	1841
1438	2495	1840
1439	2497	1838
1440	2499	1836
1441	2501	1835
1442	2503	1834
1443	2506	1832
1444	2508	1831
1445	2510	1830
1446	2512	1828
1447	2514	1826
1448	2516	1825
1449	2519	1824
1450	2521	1823
1451	2523	1821
1452	2525	1819
1453	2527	1818
1454	2530	1817
1455	2532	1816
1456	2535	1814
1457	2537	1813
1458	2539	1811
1459	2541	1810
1460	2543	1808
1461	2545	1807
1462	2547	1805
1463	2549	1804
1464	2551	1802
1465	2553	1801
1466	2556	1800
1467	2558	1798
1468	2560	1797
1469	2562	1795
1470	2564	1794
1471	2567	1792
1472	2569	1791
1473	2571	1790
1474	2573	1788
1475	2575	1787
1476	2577	1785
1477	2579	1783
1478	2581	1781
1479	2583	1780
1480	2585	1778
1481	2587	1777
1482	2589	1775
1483	2591	1774
1484	2593	1772
1485	2594	1770
1486	2597	1769
1487	2599	1767
1488	2601	1766
1489	2603	1764
1490	2604	1762
1491	2606	1761
1492	2608	1759
1493	2609	1757
1494	2611	1755
1495	2613	1754
1496	2615	1752
1497	2617	1750
1498	2619	1749
1499	2621	1747
1500	2622	1745
1501	2624	1743
1502	2626	1741
1503	2628	1740
1504	2630	1738
1505	2631	1737
1506	2633	1735
1507	2635	1733
1508	2637	1732
1509	2639	1730
1510	2641	1728
1511	2643	1727
1512	2645	1725
1513	2647	1724
1514	2649	1722
1515	2650	1720
1516	2652	1718
1517	2654	1717
1518	2656	1715
1519	2658	1714
1520	2660	1712
1521	2662	1710
1522	2664	1709
1523	2665	1707
1524	2667	1705
1525	2669	1703
1526	2670	1701
1527	2672	1700
1528	2674	1698
1529	2676	1697
1530	2678	1695
1531	2680	1693
1532	2682	1691
1533	2683	1689
1534	2685	1688
1535	2687	1686
1536	2689	1684
1537	2691	1683
1538	2693	1681
1539	2694	1679
1540	2696	1678
1541	2698	1676
1542	2699	1674
1543	2701	1672
1544	2703	1671
1545	2705	1669
1546	2707	1667
1547	2709	1666
1548	2710	1664
1549	2712	1662
1550	2714	1660
1551	2715	1658
1552	2717	1657
1553	2719	1655
1554	2721	1654
1555	2723	1652
1556	2725	1650
1557	2727	1649
1558	2729	1647
1559	2731	1645
1560	2732	1643
1561	2734	1642
1562	2736	1640
1563	2738	1639
1564	2741	1637
1565	2743	1636
1566	2745	1634
1567	2746	1632
1568	2748	1630
1569	2750	1629
1570	2752	1627
1571	2754	1626
1572	2756	1624
1573	2758	1622
1574	2759	1620
1575	2761	1618
1576	2762	1617
1577	2764	1615
1578	2766	1613
1579	2768	1612
1580	2770	1610
1581	2772	1608
1582	2774	1607
1583	2776	1605
1584	2777	1603
1585	2779	1601
1586	2781	1599
1587	2783	1598
1588	2785	1596
1589	2787	1595
1590	2788	1593
1591	2790	1591
1592	2792	1589
1593	2793	1588
1594	2795	1586
1595	2797	1584
1596	2799	1582
1597	2801	1581
1598	2803	1579
1599	2805	1577
1600	2806	1575
1601	2808	1574
1602	2809	1572
1603	2811	1570
1604	2813	1568
1605	2815	1567
1606	2816	1565
1607	2818	1563
1608	2820	1561
1609	2821	1559
1610	2822	1557
1611	2824	1555
1612	2826	1554
1613	2827	1552
1614	2829	1550
1615	2831	1549
1616	2833	1547
1617	2834	1545
1618	2836	1543
1619	2837	1541
1620	2839	1539
1621	2841	1537
1622	2842	1535
1623	2843	1534
1624	2846	1532
1625	2848	1530
1626	2849	1529
1627	2851	1527
1628	2852	1525
1629	2854	1523
1630	2855	1521
1631	2857	1519
1632	2859	1517
1633	2860	1516
1634	2862	1514
1635	2864	1512
1636	2866	1511
1637	2867	1509
1638	2869	1507
1639	2870	1505
1640	2872	1503
1641	2873	1501
1642	2874	1499
1643	2876	1497
1644	2878	1496
1645	2880	1494
1646	2882	1492
1647	2883	1490
1648	2895	1494
1649	2898	1493
1650	2900	1491
1651	2902	1489
1652	2905	1488
1653	2907	1486
1654	2909	1485
1655	2912	1484
1656	2914	1482
1657	2916	1481
1658	2918	1479
1659	2920	1477
1660	2921	1475
1661	2924	1474
1662	2926	1472
1663	2928	1471
1664	2930	1469
1665	2932	1467
1666	2934	1466
1667	2935	1464
1668	2937	1462
1669	2939	1461
1670	2941	1459
1671	2944	1457
1672	2945	1456
1673	2947	1454
1674	2948	1452
1675	2949	1450
1676	2951	1448
1677	2953	1446
1678	2954	1444
1679	2956	1443
1680	2958	1441
1681	2960	1439
1682	2962	1438
1683	2964	1436
1684	2965	1434
1685	2967	1432
1686	2968	1430
1687	2970	1429
1688	2973	1427
1689	2975	1425
1690	2976	1424
1691	2978	1422
1692	2980	1420
1693	2982	1418
1694	2983	1417
1695	2985	1415
1696	2987	1413
1697	2989	1412
1698	2991	1410
1699	2993	1408
1700	2994	1406
1701	2996	1404
1702	2997	1402
1703	2999	1401
1704	3001	1399
1705	3003	1397
1706	3005	1396
1707	3007	1394
1708	3008	1392
1709	3010	1390
1710	3012	1389
1711	3014	1387
1712	3015	1385
1713	3017	1383
1714	3020	1382
1715	3022	1380
1716	3024	1379
1717	3025	1377
1718	3027	1375
1719	3029	1373
1720	3030	1371
1721	3032	1370
1722	3035	1368
1723	3036	1366
1724	3038	1365
1725	3040	1363
1726	3041	1361
1727	3043	1359
1728	3045	1357
