iter	RMSE
382	0.2147968283
383	0.2146368416
384	0.2144671151
385	0.214286389
386	0.2141587729
387	0.2140044113
388	0.2139063213
389	0.2137816867
390	0.2136891854
391	0.2135630236
392	0.2133971573
393	0.2132691648
394	0.2131607358
395	0.213019187
396	0.212888358
397	0.2127707441
398	0.2126375558
399	0.2125265859
400	0.2123886282
401	0.2122545447
402	0.2122038179
403	0.2120913125
404	0.2119952482
405	0.2118447694
406	0.2116922606
407	0.2114795189
408	0.2113429212
409	0.2112195143
410	0.2111336795
411	0.2110492713
412	0.2108732941
413	0.2107262677
414	0.2105626167
415	0.2104335413
416	0.210258059
417	0.2101114459
418	0.2100158532
419	0.2098790004
420	0.2097580719
421	0.2096531957
422	0.2095191718
423	0.2094304511
424	0.2092833513
425	0.2091592054
426	0.2090740628
427	0.2089915532
428	0.2088350955
429	0.2087364437
430	0.2086322155
431	0.208525923
432	0.2084025646
433	0.2082772184
434	0.208117884
435	0.2080074493
436	0.2078528883
437	0.2077246254
438	0.2075871999
439	0.2074943696
440	0.207356353
441	0.2072347058
442	0.2071595851
443	0.2070306754
444	0.2069007564
445	0.2068101277
446	0.2067121464
447	0.2065777488
448	0.2065206428
449	0.206331026
450	0.2062564158
451	0.2061795997
452	0.2060033852
453	0.2058297214
454	0.2057406048
455	0.2055792488
456	0.205467706
457	0.205366065
458	0.2052674127
459	0.2051804361
460	0.2050743552
461	0.2050065984
462	0.204927998
463	0.2048552549
464	0.2048318125
465	0.2047463409
466	0.204611979
467	0.2044646909
468	0.2043366603
469	0.204263396
470	0.2041557508
471	0.2040366712
472	0.2039303077
473	0.2037728013
474	0.2036822883
475	0.2035395811
476	0.2034729068
477	0.2033768528
478	0.2032322476
479	0.2031406675
480	0.2030141798
481	0.202842546
482	0.2027563433
483	0.2026601943
484	0.2025727886
485	0.2024884382
486	0.2023192055
487	0.2021824294
488	0.2020838587
489	0.2019496229
490	0.2018506184
491	0.2017310358
492	0.2016299718
493	0.201512795
494	0.2014076096
495	0.201304684
496	0.2011332986
497	0.2010389538
498	0.2009107486
499	0.2007857019
500	0.2007133054
501	0.200546462
502	0.2004602442
503	0.2003652764
504	0.2002909336
505	0.2002051066
506	0.2001144262
507	0.2000119876
508	0.1999014586
509	0.1997848432
510	0.1997221078
511	0.1996298875
512	0.1994911476
513	0.1993063583
514	0.199219643
515	0.1991421549
516	0.199043258
517	0.1989654764
518	0.1988180105
519	0.198733783
520	0.1986574456
521	0.1985435286
522	0.1984493413
523	0.1983601874
524	0.1982538209
525	0.1981337401
526	0.1980453926
527	0.1979546895
528	0.1978153486
529	0.1976742401
530	0.1975731144
531	0.1974391735
532	0.1973322076
533	0.1972373504
534	0.1971665129
535	0.1970625604
536	0.1969737682
537	0.1968586197
538	0.1967580117
539	0.1966801815
540	0.1965564201
541	0.1964656895
542	0.1963691855
543	0.1962332427
544	0.1961549339
545	0.1960362377
546	0.1960032519
547	0.1959022368
548	0.1958173637
549	0.195674389
550	0.1955947593
551	0.195515908
552	0.1954523648
553	0.1953742986
554	0.1952895146
555	0.1952264849
556	0.1951751245
557	0.1950920911
558	0.1949452025
559	0.194850988
560	0.1947533246
561	0.1946803217
562	0.1945273688
563	0.194400483
564	0.1942593462
565	0.1941275119
566	0.1940661033
567	0.1939311205
568	0.1938330384
569	0.1937534823
570	0.1936902889
571	0.1935881368
572	0.193500771
573	0.1934103962
574	0.193332942
575	0.1932468891
576	0.1931382696
577	0.1930618029
578	0.1929654388
579	0.1928630436
580	0.1927612127
581	0.1926477378
582	0.1924949823
583	0.1924427382
584	0.1923568744
585	0.1921839307
586	0.1921381607
587	0.1920601923
588	0.1919138568
589	0.1917965319
590	0.1917452396
591	0.1916260451
592	0.1915272706
593	0.1913915257
594	0.1913301711
595	0.1912373504
596	0.1911640859
597	0.1910661375
598	0.1909780822
599	0.1908264916
600	0.1907370341
601	0.1906104541
602	0.1905139265
603	0.1903904036
604	0.1902949882
605	0.1902173535
606	0.1901141248
607	0.1899828194
608	0.1898531726
609	0.189743642
610	0.1896436097
611	0.1895181063
612	0.1893767385
613	0.1893036084
614	0.1892159575
615	0.1891262221
616	0.1890298957
617	0.1888848007
618	0.1887675526
619	0.1887018987
620	0.1886219832
621	0.1884981705
622	0.1884382341
623	0.1883188183
624	0.1882275698
625	0.1881552296
626	0.1880694738
627	0.1880224497
628	0.1879151794
629	0.1878234595
630	0.1877351357
631	0.1876371978
632	0.187545958
633	0.1874642473
634	0.1873451888
635	0.1872192931
636	0.1871119489
637	0.1869486278
638	0.1868379084
639	0.1867770913
640	0.186672775
641	0.1865860705
642	0.1864549653
643	0.1863055926
644	0.1861643795
645	0.186042716
646	0.1859547788
647	0.1858860289
648	0.1857882974
649	0.1857331366
650	0.1855959191
651	0.1855242328
652	0.1854034466
653	0.1853290592
654	0.1852350338
655	0.1851141406
656	0.1850276366
657	0.1849431478
658	0.184820404
659	0.1846804313
660	0.1845965603
661	0.1844778323
662	0.1844195449
663	0.1843700667
664	0.184249809
665	0.1841718538
666	0.1840952727
667	0.1840170444
668	0.1839254276
669	0.1838386028
670	0.1837847079
671	0.1836469949
672	0.1835593684
673	0.1834402072
674	0.1833797754
675	0.1833024461
676	0.1831804097
677	0.1830836577
678	0.1830192386
679	0.1829698407
680	0.1828864607
681	0.1827418027
682	0.1826518395
683	0.1825147791
684	0.1824496745
685	0.182351535
686	0.1822274974
687	0.1821741052
688	0.1820577494
689	0.1819319426
690	0.1818352385
691	0.1816967525
692	0.1816313961
693	0.1815039103
694	0.1814191374
695	0.1813770361
696	0.1812896764
697	0.1812190691
698	0.1811275099
699	0.1810822205
700	0.1809866279
701	0.1808701321
702	0.1808058029
703	0.1807416185
704	0.1806657249
705	0.1805746864
706	0.1804725928
707	0.1802326657
708	0.1801000981
709	0.180028187
710	0.1799391469
711	0.1798933462
712	0.1797296729
713	0.1796502829
714	0.1795331831
715	0.1794315769
716	0.1793400608
717	0.179259322
718	0.1791362964
719	0.1790428882
720	0.1789580694
721	0.1788973952
722	0.1788458224
723	0.178731863
724	0.1786134874
725	0.1785535547
726	0.1784269073
727	0.1783329385
728	0.1781762843
729	0.1781029159
730	0.1780270848
731	0.1779578444
732	0.177809864
733	0.1777483406
734	0.1776689174
735	0.1775596889
736	0.1774311862
737	0.1773653774
738	0.1772263848
739	0.1771382693
740	0.1771186063
741	0.1770034948
742	0.1769291116
743	0.1768379657
744	0.1767213114
745	0.1766211462
746	0.1765379836
747	0.1764453248
748	0.1763114607
749	0.1762377047
750	0.1762112113
751	0.1761374458
752	0.176080712
753	0.175964242
754	0.175857597
755	0.1757922027
756	0.175703962
757	0.1756539493
758	0.1755350611
759	0.1754682422
760	0.1753560139
761	0.1752873619
762	0.1751853631
763	0.1751420899
764	0.1750612044
765	0.1749326598
766	0.1748684999
767	0.1747787251
768	0.1747022395
769	0.1746683552
770	0.1745987108
771	0.1744994137
772	0.1744512581
773	0.1743516024
774	0.1742658551
775	0.1741682177
776	0.174047251
777	0.1739410964
778	0.1738751626
779	0.1738173547
780	0.1736888112
781	0.1735626773
782	0.1734647597
783	0.1733665413
784	0.1733207699
785	0.1732125333
786	0.1731402247
787	0.1731280021
788	0.1730439701
789	0.1730068576
790	0.1729556729
791	0.1728958447
792	0.1728244067
793	0.1727252195
794	0.1726025955
795	0.1724916728
796	0.1724562079
797	0.172388297
798	0.1722949765
799	0.1722054444
800	0.1721013703
801	0.1719966784
802	0.171911533
803	0.1718365805
804	0.1717914229
805	0.1716723633
806	0.1715796842
807	0.1715279395
808	0.1714107256
809	0.1712802471
810	0.1712472541
811	0.1711448354
812	0.1710693321
813	0.1709832403
814	0.1709478977
815	0.1709082413
816	0.1708137672
817	0.1707376529
818	0.1706679975
819	0.1705305873
820	0.1704053159
821	0.1703206452
822	0.1702912075
823	0.1702443624
824	0.1701882213
825	0.1701757741
826	0.1700798147
827	0.169967123
828	0.169924974
829	0.1698217927
830	0.1697332952
831	0.16965366
832	0.1696406785
833	0.1695648319
834	0.1695198294
835	0.1693945384
836	0.1692789114
837	0.1691941772
838	0.1690999752
839	0.1689824946
840	0.1688863213
841	0.1688087871
842	0.1687430087
843	0.1686318097
844	0.1685918115
845	0.1684913587
846	0.1683969047
847	0.1683649313
848	0.1682736479
849	0.1682198392
850	0.1681529966
851	0.1680134461
852	0.1679245666
853	0.1678373705
854	0.1677909755
855	0.1676867138
856	0.1676124211
857	0.1674854158
858	0.1673933222
859	0.1672859374
860	0.1671900574
861	0.167097817
862	0.1669961565
863	0.1668902928
864	0.166802854
865	0.1667014556
866	0.1665888152
867	0.1664678592
868	0.166386626
869	0.1662928321
870	0.1662563955
871	0.16614446
872	0.1660586047
873	0.1659283714
874	0.1659178701
875	0.1658445696
876	0.1657521542
877	0.1656853756
878	0.165588531
879	0.16549846
880	0.1654109855
881	0.1653249665
882	0.1652446759
883	0.1651639501
884	0.1651449256
885	0.1651008712
886	0.1649838464
887	0.1648880183
888	0.1647963817
889	0.164708768
890	0.1645939422
891	0.1645087964
892	0.164422285
893	0.1643138959
894	0.1642234405
895	0.1641990198
896	0.1641224778
897	0.1640455773
898	0.163960703
899	0.1638562504
900	0.1637513025
901	0.1636586884
902	0.1635823951
903	0.1635223482
904	0.1634816602
905	0.1634035582
906	0.1633323248
907	0.1632439558
908	0.1632050701
909	0.1631308707
910	0.1630819806
911	0.1629516791
912	0.1628735251
913	0.1627484631
914	0.1626721592
915	0.1625979338
916	0.1624731631
917	0.1624261618
918	0.1624120999
919	0.1622982263
920	0.1621923645
921	0.1621336335
922	0.1620439564
923	0.1619502106
924	0.1618213797
925	0.1617173349
926	0.161642094
927	0.1615552829
928	0.16146468
929	0.1613872215
930	0.1612992391
931	0.1612063446
932	0.1611100915
933	0.161029578
934	0.1609512523
935	0.1608751799
936	0.1608019238
937	0.1607240772
938	0.1606616456
939	0.1605342582
940	0.1604895686
941	0.1604730432
942	0.1603965415
943	0.1603136856
944	0.1602126506
945	0.160121461
946	0.1600143766
947	0.1599247316
948	0.159827029
949	0.1597383142
950	0.1596663272
951	0.1595909981
952	0.1594811193
953	0.1593908431
954	0.1592915559
955	0.1592181137
956	0.1591493881
957	0.159081472
958	0.1589543518
959	0.1588651431
960	0.1587695674
961	0.1586646759
962	0.1585667481
963	0.158477477
964	0.1583703901
965	0.158300883
966	0.1581950381
967	0.1581386899
968	0.1580393812
969	0.1579316456
970	0.1578514885
971	0.1577811512
972	0.1577121672
973	0.1576383545
974	0.1575416075
975	0.1574753762
976	0.1573538257
977	0.157242834
978	0.157151872
979	0.1570517841
980	0.1569616406
981	0.1568406545
982	0.1567459157
983	0.1566683556
984	0.1566246685
985	0.1565482044
986	0.1564872741
987	0.156423829
988	0.1563713757
989	0.1563137677
990	0.1562269389
991	0.156143736
992	0.1560364574
993	0.1559606888
994	0.1558853585
995	0.1558244616
996	0.1557319296
997	0.1556903784
998	0.1556084596
999	0.1555679555
1000	0.1554995119
1001	0.1554363215
1002	0.1553646186
1003	0.155284272
1004	0.1552187356
1005	0.1551621966
1006	0.1550819492
1007	0.1550038158
1008	0.1549118547
1009	0.1548441816
1010	0.1547497954
1011	0.1546330616
1012	0.1545580922
1013	0.1544907204
1014	0.1543903071
1015	0.1543181314
1016	0.1542331185
1017	0.1541516322
1018	0.1540799166
1019	0.1540136828
1020	0.1539518536
1021	0.1538570128
1022	0.1537909537
1023	0.1537049536
1024	0.1536415098
1025	0.1535786604
1026	0.1535150423
1027	0.1534063613
1028	0.153316287
1029	0.1532449817
1030	0.1531943305
1031	0.1530996346
1032	0.1530142451
1033	0.1529360656
1034	0.1528894448
1035	0.1528214374
1036	0.1528094682
1037	0.1527373071
1038	0.1526862964
1039	0.1526022356
1040	0.1525449923
1041	0.1524804227
1042	0.152419938
1043	0.1523561697
1044	0.1522649964
1045	0.1522147784
1046	0.1521043467
1047	0.1520362291
1048	0.1519493467
1049	0.1519026305
1050	0.1518190743
1051	0.1517503888
1052	0.1516629666
1053	0.1516185907
1054	0.1515620325
1055	0.1514582185
1056	0.1513987856
1057	0.1513192276
1058	0.1512627347
1059	0.1512147373
1060	0.1511413757
1061	0.1510708124
1062	0.150970772
1063	0.1509603362
1064	0.1509067114
1065	0.1508318613
1066	0.1507310988
1067	0.1506948731
1068	0.1506243965
1069	0.1505576057
1070	0.1505090324
1071	0.1504278629
1072	0.1503657156
1073	0.1502779841
1074	0.1502149042
1075	0.1501454282
1076	0.1500817954
1077	0.1500241831
1078	0.1499150933
1079	0.1498330627
1080	0.1497471642
1081	0.149683368
1082	0.149597409
1083	0.1494352675
1084	0.1493740814
1085	0.1493505897
1086	0.1493294997
1087	0.1492651591
1088	0.1491602615
1089	0.1490960647
1090	0.1490047851
1091	0.1489136515
1092	0.1488635902
1093	0.1487789255
1094	0.1486887576
1095	0.1486688866
1096	0.1486032349
1097	0.1485346029
1098	0.1484471299
1099	0.1483965661
1100	0.1483174989
1101	0.1482605225
1102	0.1481834553
1103	0.1481247097
1104	0.1480619137
1105	0.1479877772
1106	0.1479266343
1107	0.1478654719
1108	0.1477626823
1109	0.1476829537
1110	0.1476017678
1111	0.1475271362
1112	0.1474643743
1113	0.147353053
1114	0.1472957193
1115	0.1472255043
1116	0.1471345052
1117	0.1470744252
1118	0.1470226975
1119	0.1469607543
1120	0.1468581388
1121	0.1467947787
1122	0.1467146657
1123	0.1466660964
1124	0.1466123443
1125	0.1465634243
1126	0.1465144657
1127	0.1464065002
1128	0.1463164192
1129	0.1462520185
1130	0.1461925074
1131	0.146135218
1132	0.1460682648
1133	0.1460081201
1134	0.145949271
1135	0.1458699471
1136	0.1457920208
1137	0.1457028125
1138	0.1456104042
1139	0.1454965375
1140	0.145425641
1141	0.1453296353
1142	0.1452598398
1143	0.1452050054
1144	0.1451491151
1145	0.1450488318
1146	0.1450371512
1147	0.1449649319
1148	0.1448998634
1149	0.1448316395
1150	0.1447811038
1151	0.1447150211
1152	0.1446645201
1153	0.1446168802
1154	0.1445810401
1155	0.1445023932
1156	0.144440985
1157	0.1443664033
1158	0.1443063003
1159	0.1442103076
1160	0.1441642641
1161	0.1441045906
1162	0.143986277
1163	0.1439312318
1164	0.1438642543
1165	0.1437938163
1166	0.1437438387
1167	0.1436866235
1168	0.1436245036
1169	0.1436119855
1170	0.1435068876
1171	0.1434334498
1172	0.1433835266
1173	0.1433275748
1174	0.1432771266
1175	0.1432267493
1176	0.1431579557
1177	0.1430577635
1178	0.1429775233
1179	0.1429239426
1180	0.1428385852
1181	0.1427768849
1182	0.1426922441
1183	0.1426302789
1184	0.1425681131
1185	0.1424767106
1186	0.1424192285
1187	0.142337751
1188	0.1422353893
1189	0.1421652704
1190	0.1420886707
1191	0.1419823502
1192	0.1419041281
1193	0.1418551074
1194	0.1417739114
1195	0.1416955394
1196	0.1416195697
1197	0.1415475532
1198	0.141475495
1199	0.1414063165
1200	0.1413105286
1201	0.1412737687
1202	0.141188349
1203	0.141114375
1204	0.1410854517
1205	0.1410172692
1206	0.1409187453
1207	0.1408693548
1208	0.1408013453
1209	0.1407946668
1210	0.1407311104
1211	0.1406345802
1212	0.1405869835
1213	0.1405195766
1214	0.1404634918
1215	0.1403656287
1216	0.1403119089
1217	0.1402423795
1218	0.1401855084
1219	0.1400511366
1220	0.1399629175
1221	0.1398956457
1222	0.1398310616
1223	0.1397749101
1224	0.1397054067
1225	0.1396384945
1226	0.1395690591
1227	0.1395107743
1228	0.1394580825
1229	0.1394020056
1230	0.1393617653
1231	0.139292119
1232	0.1392329584
1233	0.1391571185
1234	0.1391103913
1235	0.1390431086
1236	0.138964101
1237	0.1389560754
1238	0.1388939765
1239	0.1388232748
1240	0.1387530208
1241	0.1387390315
1242	0.1386509779
1243	0.1385684016
1244	0.138488228
1245	0.1384533946
1246	0.1384214681
1247	0.1383504372
1248	0.1382927716
1249	0.1382526622
1250	0.1382391238
1251	0.1382140016
1252	0.1381417786
1253	0.1380883911
1254	0.1380350505
1255	0.1379608405
1256	0.1379189742
1257	0.1378734584
1258	0.1378232121
1259	0.1377747925
1260	0.1376787208
1261	0.1376088415
1262	0.1375541376
1263	0.1374726471
1264	0.1374248327
1265	0.1373811303
1266	0.1373158777
1267	0.137238924
1268	0.1371585353
1269	0.1370695653
1270	0.1370119066
1271	0.1369238058
1272	0.1368661572
1273	0.1368188748
1274	0.1367489779
1275	0.1366978954
1276	0.1366724381
1277	0.1366084839
1278	0.1365511469
1279	0.1364546572
1280	0.1364079451
1281	0.1363545937
1282	0.1362981905
1283	0.1362400553
1284	0.1361395964
1285	0.1360824299
1286	0.1360200116
1287	0.1359710173
1288	0.1359107283
1289	0.1358603528
1290	0.1357730673
1291	0.1357401594
1292	0.1356685581
1293	0.1355794994
1294	0.1355069236
1295	0.135460109
1296	0.1353997266
1297	0.1353320384
1298	0.1352852768
1299	0.1352228307
1300	0.1351821766
1301	0.1351743501
1302	0.1351209443
1303	0.135074697
1304	0.1349976091
1305	0.1349379202
1306	0.1349282473
1307	0.1348650764
1308	0.1348211162
1309	0.134752488
1310	0.134702178
1311	0.1346359959
1312	0.1345344477
1313	0.1344803814
1314	0.134406723
1315	0.1343609587
1316	0.1342990909
1317	0.1342708938
1318	0.1342593693
1319	0.1341780478
1320	0.1341236152
1321	0.134116582
1322	0.1340630023
1323	0.1339919133
1324	0.1339210324
1325	0.1338429911
1326	0.1337731156
1327	0.1337633569
1328	0.1337169305
1329	0.1336668417
1330	0.1336052942
1331	0.1335290767
1332	0.1335202087
1333	0.1334649528
1334	0.1334135035
1335	0.1333473642
1336	0.1332932928
1337	0.1332337188
1338	0.1331572531
1339	0.1331213588
1340	0.133056701
1341	0.1329967307
1342	0.1329376458
1343	0.1328703006
1344	0.1328027405
1345	0.1327223982
1346	0.1326313804
1347	0.1325606808
1348	0.1324904694
1349	0.1324293273
1350	0.1323706076
1351	0.1323339361
1352	0.1322617375
1353	0.1321929529
1354	0.1321289007
1355	0.1320697616
1356	0.1320003007
1357	0.1319219606
1358	0.1318574035
1359	0.1318134106
1360	0.1318022639
1361	0.1317321562
1362	0.1316804938
1363	0.1316030095
1364	0.1315964354
1365	0.1315395921
1366	0.1314772577
1367	0.1314327399
1368	0.1313622273
1369	0.1313131963
1370	0.1312349867
1371	0.1311694285
1372	0.1311241301
1373	0.13104305
1374	0.1309820241
1375	0.1309361244
1376	0.1309201907
1377	0.1308796123
1378	0.1308421939
1379	0.13083522
1380	0.1307896281
1381	0.1307253967
1382	0.1306670905
1383	0.1306211244
1384	0.1305211729
1385	0.1304574051
1386	0.1303912606
1387	0.130318451
1388	0.1302782519
1389	0.1302227422
1390	0.1301519216
1391	0.1301394971
1392	0.1301016339
1393	0.1300424502
1394	0.1299909711
1395	0.1299313782
1396	0.1298686779
1397	0.1298634958
1398	0.129814059
1399	0.1297558868
1400	0.1297464735
1401	0.1296935921
1402	0.129687229
1403	0.1296312018
1404	0.1295753143
1405	0.1295693589
1406	0.1295146351
1407	0.1295089821
1408	0.1294546031
1409	0.1294046858
1410	0.1293438382
1411	0.1292870679
1412	0.1292420287
1413	0.1291700479
1414	0.1290899406
1415	0.1290197824
1416	0.1290157902
1417	0.1290028093
1418	0.1289462821
1419	0.1288985253
1420	0.1288592493
1421	0.1288201212
1422	0.1287417838
1423	0.1286896113
1424	0.1286802222
1425	0.1286312887
1426	0.1285919842
1427	0.1285463858
1428	0.1285402368
1429	0.1285057822
1430	0.1284493517
1431	0.128395275
1432	0.1283337812
1433	0.1283273637
1434	0.1282736684
1435	0.128235256
1436	0.1281794221
1437	0.1281171805
1438	0.1280690436
1439	0.1280087657
1440	0.1279516394
1441	0.1278510698
1442	0.127790518
1443	0.127730786
1444	0.1276673737
1445	0.1276385122
1446	0.1275797747
1447	0.1275353331
1448	0.1275019837
1449	0.1274232054
1450	0.1274122112
1451	0.1273562379
1452	0.127285567
1453	0.1272331806
1454	0.1271823957
1455	0.1271531824
1456	0.1271316223
1457	0.1271163582
1458	0.1270706132
1459	0.12699688
1460	0.1269110885
1461	0.1268544594
1462	0.1268117644
1463	0.1267343538
1464	0.126646518
1465	0.1266220486
1466	0.1265583421
1467	0.1265132675
1468	0.126483599
1469	0.1263808732
1470	0.1263209625
1471	0.1262678352
1472	0.1262068086
1473	0.126149642
1474	0.126092329
1475	0.1260401549
1476	0.1259885922
1477	0.1259283157
1478	0.1258811317
1479	0.1258721432
1480	0.1258139886
1481	0.1258024291
1482	0.1257611052
1483	0.1256986683
1484	0.1256597995
1485	0.1256191606
1486	0.1256137708
1487	0.1255637338
1488	0.1255054259
1489	0.1254644257
1490	0.125399669
1491	0.1253436258
1492	0.1253348149
1493	0.1252801703
1494	0.1252748342
1495	0.125263353
1496	0.1251905226
1497	0.1251557798
1498	0.1251065401
1499	0.125039632
1500	0.1249928864
1501	0.1249146256
1502	0.1248528059
1503	0.124805455
1504	0.12475774
1505	0.1247045635
1506	0.1246994278
1507	0.12464676
1508	0.1246030992
1509	0.1245694066
1510	0.1245040207
1511	0.1244954945
1512	0.124445115
1513	0.1243694491
