timestamp,experiment_name,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,MAE,RMSE,R2,MAPE,notes
2025-12-04 09:23:06,baseline,1000,0.05,6,1,0.8,0.8,0.0,0.0,1.0,2372.635928566147,3799.772538731349,0.7770760620938546,15.36698205302194,기본 하이퍼파라미터 설정
2025-12-04 09:23:36,tuned_v1,1000,0.03,6,1,0.9,0.8,0.0,0.0,1.0,2394.6538143699468,3802.6004477428455,0.7767441247521784,15.426270041657247,RandomizedSearchCV로 하이퍼파라미터 튜닝
2025-12-04 09:28:05,improved_baseline,2000,0.03,10,2,0.85,0.85,0.1,0.1,1.5,2500.504151545864,4041.609947921004,0.7477969685869283,16.02066784136603,"개선된 기본 파라미터 (n_estimators=2000, max_depth=10, lr=0.03 등)"
2025-12-04 09:30:33,tuned_v2_aggressive,1500,0.05,8,2,0.7,0.6,0.0,0.01,3.0,2373.1143013265223,3837.889275025193,0.7725811868875869,15.373968305111148,확장된 파라미터 범위 + 50회 탐색 + 5-fold CV
2025-12-04 09:40:07,clean_features_v1,1000,0.05,6,1,0.8,0.8,0.0,0.0,1.0,2362.5841326307414,3746.389826376528,0.7832957456369956,15.29849964776597,"타깃 누수 제거, 유의미한 특성 2개만 추가 (옵션개수, 층비율)"
2025-12-04 12:25:27,clean_features_v2,1000,0.05,6,1,0.8,0.8,0.0,0.0,1.0,2359.2800123533607,3685.2712170838777,0.7903086975934056,15.441944470073176,"방당면적, 방대비욕실비율, 위치 프리미엄, 건물 특성(신축, 리모델링 여부), 옵션 품질 특성 추가가"
