iter	RMSE
300	0.3494806789
301	0.3493751899
302	0.3493020283
303	0.3492092634
304	0.3491204549
305	0.3490358724
306	0.3489644384
307	0.3489074557
308	0.3488495682
309	0.3487387384
310	0.3486656835
311	0.3486017527
312	0.348526178
313	0.3484484123
314	0.348363071
315	0.3482870666
316	0.3482149419
317	0.3481597122
318	0.3480579639
319	0.3479904652
320	0.3478962134
321	0.3478046858
322	0.3477414291
323	0.3476660053
324	0.3475608327
325	0.3474931411
326	0.3474049299
327	0.3473387167
328	0.3472153787
329	0.3471374662
330	0.3470758549
331	0.347014252
332	0.3469648478
333	0.3468890955
334	0.3468372989
335	0.3467586483
336	0.3466814371
337	0.3466071638
338	0.3465284424
339	0.34645018
340	0.3463989904
341	0.34634694
342	0.3462745007
343	0.3462271212
344	0.3461710189
345	0.3461045838
346	0.3460501052
347	0.3459886689
348	0.3459170189
349	0.3458578822
350	0.345804348
351	0.3457177942
352	0.3456695214
353	0.3456235241
354	0.3455660877
355	0.3455075519
356	0.3454188129
357	0.3453618708
358	0.3453199716
359	0.3452515466
360	0.3451794198
361	0.3451078607
362	0.3450231345
363	0.3449743062
364	0.344909962
365	0.3448362684
366	0.3447936956
367	0.344723392
368	0.3446569326
369	0.3445947213
370	0.3444988708
371	0.3444309433
372	0.3443483987
373	0.3442742698
374	0.3442211287
375	0.3441693558
376	0.3441063804
377	0.3440441987
378	0.3439583056
379	0.3438268225
380	0.3437799774
381	0.3437235774
382	0.3436687088
383	0.3436016478
384	0.3435516593
385	0.343504671
386	0.3434535674
387	0.3433936846
388	0.3433506917
389	0.3432670694
390	0.3432014097
391	0.3431564707
392	0.3430643468
393	0.3430052593
394	0.342938155
395	0.3428629445
396	0.3427987028
397	0.3427368465
398	0.3426691073
399	0.3426185216
400	0.3425554026
401	0.3424970731
402	0.3424504782
403	0.3423979788
404	0.3423193076
405	0.3422592902
406	0.3421992742
407	0.3421334361
408	0.342058795
409	0.3420169315
410	0.3419645839
411	0.3419093291
412	0.3418093023
413	0.3417480383
414	0.3416665761
415	0.3415973418
416	0.3414816914
417	0.341370428
418	0.3413221651
419	0.341248461
420	0.3411877595
421	0.3411372197
422	0.3410853366
423	0.3409944543
424	0.3409178866
425	0.3408695558
426	0.3408324922
427	0.3407827604
428	0.3407360073
429	0.3406418878
430	0.3405356194
431	0.3404682986
432	0.3403851523
433	0.3403323038
434	0.3402739744
435	0.3402094142
436	0.3401496293
437	0.3400909145
438	0.3400379982
439	0.3399708328
440	0.3398855804
441	0.3398416678
442	0.339793862
443	0.3397529137
444	0.3396955084
445	0.3396468449
446	0.3395495275
447	0.339483313
448	0.3394195734
449	0.3393731474
450	0.3393347057
451	0.3392385545
452	0.3391980429
453	0.33907487
454	0.3390363009
455	0.3389867425
456	0.3389477045
457	0.3388869518
458	0.338828345
459	0.3387751199
460	0.3387167084
461	0.3386709355
462	0.338590346
463	0.3385437358
464	0.3384763264
465	0.3384195256
466	0.338373178
467	0.3383422778
468	0.3382953659
469	0.3382149233
470	0.338176558
471	0.3381156339
472	0.338078446
473	0.338016182
474	0.3379795182
475	0.3379211883
476	0.3378469116
477	0.3377924953
478	0.3377346844
479	0.3376863065
480	0.3376422589
481	0.3375551223
482	0.3375178564
483	0.3374681613
484	0.3374022868
485	0.3373647642
486	0.337310884
487	0.3372615365
488	0.3371864844
489	0.3370887502
490	0.337028889
491	0.3369916968
492	0.3369491106
493	0.3368791358
494	0.3368339418
495	0.3367938169
496	0.3367520252
497	0.3367250478
498	0.3366952416
499	0.3366194598
500	0.3365584561
501	0.336516327
502	0.3364783718
503	0.3364452764
504	0.336398187
505	0.3363500941
506	0.3362972467
507	0.3362414692
508	0.3361720815
509	0.3361281196
510	0.3360790119
511	0.3360217776
512	0.33596466
513	0.3359287462
514	0.3358708472
515	0.3358383612
516	0.3357903622
517	0.3357271011
518	0.335687454
519	0.335597286
520	0.3355470012
521	0.3354999019
522	0.3354437829
523	0.3354058982
524	0.3353558565
525	0.3353279832
526	0.3352891457
527	0.3352535918
528	0.3351993581
529	0.3351486439
530	0.3351141841
531	0.3350694094
532	0.3350448748
533	0.3349817637
534	0.3349220428
535	0.3348857635
536	0.3347850173
537	0.3346984583
538	0.3346464229
539	0.3346009569
540	0.3345590786
541	0.3344799236
542	0.3344477919
543	0.3344105311
544	0.3343695014
545	0.3343151289
546	0.3342476372
547	0.33417819
548	0.3341285208
549	0.3340951086
550	0.3340258171
551	0.3339741394
552	0.3339367365
553	0.3338666842
554	0.3338348869
555	0.3337962403
556	0.3337529353
557	0.3337109407
558	0.3336783317
559	0.3336276281
560	0.3335906204
561	0.3335339361
562	0.3334612135
563	0.3333919047
564	0.3333276643
565	0.3332898835
566	0.3332256232
567	0.333177175
568	0.3331279826
569	0.3330952038
570	0.3330521686
571	0.3330141033
572	0.3329702455
573	0.3329254477
574	0.3328642169
575	0.3328253243
576	0.3327889149
577	0.3327334818
578	0.3326996039
579	0.3326580245
580	0.3326060244
581	0.3325528037
582	0.3325084986
583	0.3324816023
584	0.3324550887
585	0.3324025611
586	0.3323737814
587	0.3323503724
588	0.3323226888
589	0.3322783714
590	0.3322215875
591	0.3321579679
592	0.3321283496
593	0.3320901592
594	0.3320463766
595	0.3320115575
596	0.331959458
597	0.3319032509
598	0.3318574363
599	0.3318148756
600	0.3317604925
601	0.3317305455
602	0.3316928463
603	0.331647075
604	0.3316092858
605	0.3315485338
606	0.331524436
607	0.3314859792
608	0.3314305329
609	0.3313906291
610	0.33135215
611	0.3313219139
612	0.3312667818
613	0.3312352781
614	0.3312060135
615	0.331152037
616	0.3311009055
617	0.3310728951
618	0.3310247034
619	0.3309879593
620	0.3309482618
621	0.3308926177
622	0.330834744
623	0.3307637497
624	0.3306968415
625	0.3306646709
626	0.3306434891
627	0.3306084024
628	0.330569622
629	0.3305392584
630	0.3305135133
631	0.3304682144
632	0.3304281111
633	0.3304032732
634	0.3303664313
635	0.3303349853
636	0.3302604646
637	0.3302092632
638	0.3301716412
639	0.3301416062
640	0.3301129253
641	0.330071207
642	0.3300286018
643	0.3299967574
644	0.3299667045
645	0.329920741
646	0.3298915951
647	0.3298673379
648	0.3298299614
649	0.3297697451
650	0.32974669
651	0.3296987317
652	0.3296679172
653	0.3295931217
654	0.3295506492
655	0.3295014706
656	0.3294473704
657	0.329416435
658	0.3293790114
659	0.3293511188
660	0.3293003807
661	0.3292793999
662	0.3292256824
663	0.3291998242
664	0.3291661782
665	0.32913724
666	0.329103971
667	0.3290732581
668	0.3290174082
669	0.3289845218
670	0.32892842
671	0.3288991194
672	0.3288448536
673	0.3287917611
674	0.3287564063
675	0.3287364599
676	0.3286996225
677	0.3286775629
678	0.3286387012
679	0.3285939748
680	0.3285660369
681	0.3285182572
682	0.3284870419
683	0.3284431741
684	0.3283841087
685	0.3283482402
686	0.3283221735
687	0.3282800168
688	0.3282449803
689	0.328209622
690	0.3281853576
691	0.3281502814
692	0.3281170477
693	0.3280873442
694	0.3280547205
695	0.3280081684
696	0.3279744116
697	0.3279499539
698	0.3279172513
699	0.3278797412
700	0.3278589827
701	0.3278285874
702	0.3277903578
703	0.3277629936
704	0.3277364768
705	0.3276956466
706	0.3276738268
707	0.3276249422
708	0.327587875
709	0.3275556224
710	0.3275278494
711	0.3275050029
712	0.3274789259
713	0.3274564519
714	0.327424233
715	0.3273855191
716	0.3273369662
717	0.3273044294
718	0.3272748957
719	0.3272378418
720	0.3272086892
721	0.3271817888
722	0.3271495574
723	0.3271204241
724	0.327077739
725	0.327047775
726	0.3270068711
727	0.3269736095
728	0.3269415376
729	0.3269022923
730	0.326874844
731	0.3268440842
732	0.3268167906
733	0.3267766347
734	0.3267534501
735	0.3267065387
736	0.3266839233
737	0.326660478
738	0.3266290499
739	0.3266013166
740	0.3265758529
741	0.3265460461
742	0.326518322
743	0.3264750394
744	0.3264469543
745	0.3263998248
746	0.3263734769
747	0.3263483174
748	0.3263122921
749	0.3262681
750	0.326232039
751	0.3261893284
752	0.326149392
753	0.3261241353
754	0.3261072084
755	0.3260740401
756	0.3260542892
757	0.3260296325
758	0.3259995946
759	0.3259707766
760	0.3259282049
761	0.3259017731
762	0.3258468968
763	0.3258195821
764	0.3257706861
765	0.3257343552
766	0.325699277
767	0.3256666271
768	0.3256428478
769	0.3256044594
770	0.3255655352
771	0.3255403754
772	0.3255222951
773	0.3254938892
774	0.3254678863
775	0.325438687
776	0.3254119533
777	0.3253927185
778	0.3253568855
779	0.3253272362
780	0.3253110105
781	0.32526128
782	0.3252253354
783	0.3252013816
784	0.3251820469
785	0.3251467567
786	0.3251301346
787	0.3251054384
788	0.3250842973
789	0.3250523298
790	0.3249995982
791	0.3249747197
792	0.3249279454
793	0.3248975646
794	0.3248653942
795	0.3248360632
796	0.3248128234
797	0.3247899806
798	0.3247700996
799	0.324724824
