jurirno,brkrNm,ldCodeNm,registDe,mnnmadr,estbsBeginDe,estbsEndDe,sttusSeCode,bsnmCmpnm,등록번호,거래완료,등록매물,총매물수,영업년수,일평균거래,구평균성사율,구평균매물수,지역권평균성사율,지역권평균매물수,보증보험유효,영업일수,거래성사율,지역권평균거래,trust_target,등록비율,규모지수,지역내백분위,지역중개사수,거래효율성,매물활용도,지역경쟁력,상대적성과,log_거래완료,log_총매물수,predicted_score,actual_grade,final_temperature,final_grade
11620-2023-00145,김선민,서울특별시 관악구,2023-11-29,서울특별시 관악구 봉천동 1565-16,2025-11-30,2026-11-29,1,지니공인중개사사무소,11620202300145,1740,40,1780,0.010958904109589,2.360922656226699,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,737,0.9775280893384674,15736.739130434782,749.9350692424209,0.02247191009973488,7.484930283289661,0.6376811594202898,69,43.49999891250003,0.9775280893384674,25.217390938878392,0.11056928538163784,7.462214939768189,7.484930283289661,855.0138334362375,A,0.006096291306592926,A
11545-2023-00031,김이연,서울특별시 금천구,2023-03-15,서울특별시 금천구 독산동 293-20,2025-03-15,2026-03-14,1,연공인중개사사무소,11545-2023-00031,143,58,201,0.7232876712328767,0.14357429704460412,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,996,0.7114427825301354,17257.85714285714,80.9790264463501,0.28855721249474026,5.308267697401205,0.38095238095238093,21,2.4655171988703932,0.7114427825301354,6.809523485260786,0.008286080873655871,4.969813299576001,5.308267697401205,110.29458984131821,C,0.001680081860987452,C
가-92280000-공인2931,김희자,서울특별시 동대문구,2010-02-09,서울특별시 동대문구 용두동 104-32,2025-02-22,2026-02-21,1,롯데부동산공인중개사사무소,가-92280000-공인2931,160,12,172,0.7808219178082192,0.02769124263972114,1085.4615384615386,1119.1538461538462,1085.4615384615386,1119.1538461538462,1,5778,0.9302325527312061,1085.4615384615386,93.1838890083334,0.06976744145484046,5.153291594497779,0.38461538461538464,13,13.333332222222316,0.9302325527312061,12.30769136094682,0.14740273531881257,5.081404364984463,5.153291594497779,68.97442209903485,B,0.001435051916284249,C
11260-2017-00101,이수아,서울특별시 중랑구,2017-12-28,서울특별시 중랑구 상봉동 315-24,2024-12-29,2025-12-28,1,롯데부동산공인중개사사무소,11260-2017-00101,480,43,523,0.9315068493150684,0.16557433592080914,4891.5,4927.333333333333,4891.5,4927.333333333333,1,2899,0.9177820250138011,4891.5,222.18920410962212,0.08221797307415302,6.261491684321042,0.5,12,11.16279043807464,0.9177820250138011,39.999996666666945,0.09812940813694583,6.175867270105761,6.261491684321042,293.4767818598783,B,0.0027663582444927377,B
11590-2019-00141,이길원,서울특별시 동작구,2019-12-17,서울특별시 동작구 상도동 495-13,2024-12-17,2025-12-16,1,주식회사 부동산중개법인이라원,11590201900141,210,9,219,0.9643835616438357,0.09633027518516961,6821.2,6887.0,6821.2,6887.0,1,2180,0.9589041052104835,6821.2,114.73042590816621,0.04109589022330644,5.393627546352362,0.26666666666666666,15,23.33333074074103,0.9589041052104835,13.99999906666673,0.030786371894859207,5.351858133476067,5.393627546352362,43.035863300279594,B,0.0012812354151562559,C
11260-2025-00019,김은주,서울특별시 중랑구,2025-04-07,서울특별시 중랑구 면목동 1543,2025-04-07,2026-04-06,1,단지내수자인공인중개사사무소,11260-2025-00019,0,0,0,0.6602739726027397,0.0,4891.5,4927.333333333333,4891.5,4927.333333333333,1,242,0.0,4891.5,1.0,0.0,0.0,0.16666666666666666,12,0.0,0.0,0.0,0.0,0.0,0.0,-0.6386840269503828,D,0.0010222439225932294,D
11620-2025-00115,장용,서울특별시 관악구,2025-09-30,서울특별시 관악구 봉천동 916-1,2025-09-30,2026-09-29,1,하랑부동산중개사사무소,11620-2025-00115,1102,187,1289,0.1780821917808219,16.696969443985314,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,66,0.8549262987936956,15736.739130434782,634.4174834036639,0.14507370043050913,7.162397497355718,0.5797101449275363,69,5.89304809682862,0.8549262987936956,15.97101426128965,0.0700272140750373,7.005789019253503,7.162397497355718,690.3985359109618,A,0.005120117214040931,A
11560-2023-00185,유형우,서울특별시 영등포구,2023-12-07,서울특별시 영등포구 영등포동2가 28-120,2024-12-08,2025-12-07,1,금강공인중개사사무소,11560-2023-00185,1111,150,1261,0.989041095890411,1.5240054848779074,1880.3,1916.0,1880.3,1916.0,1,729,0.8810467875645941,1880.3,487.07145847571695,0.11895321164238444,7.140453043101158,0.6,10,7.40666661728889,0.8810467875645941,111.09998889000111,0.5908631598197823,7.013915474810528,7.140453043101158,651.326525951098,A,0.004888418918438142,A
11590-2023-00129,김근영,서울특별시 동작구,2023-12-27,서울특별시 동작구 신대방동 360-43,2024-12-27,2025-12-26,1,파트너공인중개사사무소,11590-2023-00129,270,24,294,0.936986301369863,0.380818053059495,6821.2,6887.0,6821.2,6887.0,1,709,0.9183673438150771,6821.2,140.35920084504724,0.08163265278356241,5.68697535633982,0.4,15,11.249999531250019,0.9183673438150771,17.999998800000082,0.039582478150533264,5.602118820879701,5.68697535633982,159.71697213717457,B,0.001973158202704768,B
11545-2023-00013,박정수,서울특별시 금천구,2023-02-01,서울특별시 금천구 독산동 959,2025-02-01,2026-01-31,1,로하스공인중개사사무소,11545-2023-00013,744,7,751,0.8383561643835616,0.7167630050898236,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,1038,0.990679093221466,17257.85714285714,335.48800284754225,0.009320905446976158,6.62273632394984,0.47619047619047616,21,106.28569910204298,0.990679093221466,35.42856974149668,0.04311079839160817,6.61338421837956,6.62273632394984,236.22192461756364,B,0.002426835070444294,B
11680-2017-00014,유정수,서울특별시 강남구,2017-01-04,서울특별시 강남구 일원동 663-6,2025-01-04,2026-01-03,1,오이공인중개사사무소,11680-2017-00014,1132,9,1141,0.915068493150685,0.347559103362739,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,3257,0.9921121814267202,5373.442307692308,487.038956476429,0.007887817696855549,7.040536390215956,0.6538461538461539,52,125.7777638024707,0.9921121814267202,21.769230350591727,0.2106657027225972,7.0326242610280065,7.040536390215956,470.06588657402233,A,0.003813537404876848,A
11140-2022-00212,황순자,서울특별시 중구,2022-10-05,서울특별시 중구 충무로3가 37-1,2025-10-19,2026-10-18,1,삼풍공인중개사사무소,11140-2022-00212,96,13,109,0.1260273972602739,0.08297320649699809,238.0,248.33333333333331,238.0,248.33333333333331,1,1157,0.8807339368740006,238.0,66.65175017118999,0.11926605395168759,4.700480365792417,0.3333333333333333,3,7.384614816568091,0.8807339368740006,31.999989333336888,0.40336134284301955,4.574710978503383,4.700480365792417,24.28156767438134,C,0.00117002182936389,C
11500-2024-00152,김로빈,서울특별시 강서구,2023-02-01,서울특별시 강서구 화곡동 340-65,2025-02-01,2026-01-31,1,엘지공인중개사사무소,11500202400152,2160,70,2230,0.8383561643835616,2.0809248534865845,7493.90625,7538.03125,7493.90625,7538.03125,1,1038,0.9686098650364978,7493.90625,914.8675444859607,0.03139013451507169,7.7102051944325325,0.625,32,30.85714241632654,0.9686098650364978,67.49999789062507,0.28823419024113967,7.6783263565068856,7.7102051944325325,1051.8967346830875,A,0.00726381334344456,A
11620-2020-00144,임윤곤,서울특별시 관악구,2020-09-04,서울특별시 관악구 신림동 1655-17,2025-09-04,2026-09-03,1,주식회사업타운부동산중개법인,11620202000144,342,9,351,0.2493150684931507,0.17831074026156896,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,1918,0.9743589715830229,15736.739130434782,168.8138765501064,0.025641025567974287,5.863631175598097,0.37681159420289856,69,37.99999577777825,0.9743589715830229,4.956521667296788,0.02173258367845985,5.8377304471659395,5.863631175598097,132.3988263487659,B,0.0018111607056549672,B
11680-2023-00413,박상준,서울특별시 강남구,2023-10-13,서울특별시 강남구 대치동 958-13,2025-10-25,2026-10-24,1,센트로부동산중개,11680-2023-00413,0,9,9,0.1095890410958904,0.0,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,784,0.0,5373.442307692308,1.0,0.9999998888889013,2.302585092994046,0.08653846153846154,52,0.0,0.0,0.0,0.0,0.0,2.302585092994046,-13.631115397760244,D,0.0009451983800822303,D
11740-2017-00183,김연중,서울특별시 강동구,2017-08-03,서울특별시 강동구 천호동 571,2025-08-02,2026-08-01,1,열매공인중개사사무소,11740201700183,0,0,0,0.3397260273972602,0.0,974.6666666666666,994.7777777777778,974.6666666666666,994.7777777777778,1,3046,0.0,974.6666666666666,1.0,0.0,0.0,0.2777777777777778,9,0.0,0.0,0.0,0.0,0.0,0.0,28.591034511882,D,0.0011955771085069736,C
11680-2017-00067,오광희,서울특별시 강남구,2017-01-31,서울특별시 강남구 도곡동 945-18,2025-01-31,2026-01-30,1,삼성부동산공인중개사사무소,11680-2017-00067,180,12,192,0.8410958904109589,0.05572755416231345,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,3230,0.9374999951171875,5373.442307692308,101.68227539513876,0.06249999967447917,5.262690188904886,0.46153846153846156,52,14.999998750000104,0.9374999951171875,3.4615383949704155,0.03349807993822217,5.198497031265826,5.262690188904886,141.81541826121543,B,0.001867001403349885,B
11215-2020-00083,최용준,서울특별시 광진구,2020-08-18,서울특별시 광진구 자양동 623-3,2025-08-19,2026-08-18,1,대림공인중개사사무소,11215-2020-00083,1300,19,1319,0.2931506849315068,0.671834624975796,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,1935,0.985595147092043,1080.5,557.2862006625193,0.014404852149806783,7.1853870155804165,0.8076923076923077,26,68.4210490304711,0.985595147092043,49.99999807692315,1.2031466902330894,7.170888478512505,7.1853870155804165,589.4516216521951,A,0.004521498714400307,A
11710-2022-00244,박종대,서울특별시 송파구,2022-09-29,서울특별시 송파구 신천동 7,2025-09-30,2026-09-29,1,대림공인중개사사무소,11710-2022-00244,0,0,0,0.1780821917808219,0.0,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,1163,0.0,3650.2727272727275,1.0,0.0,0.0,0.1590909090909091,22,0.0,0.0,0.0,0.0,0.0,0.0,2.304418291182486,D,0.0010396966154952963,D
11545-2021-00093,전대식,서울특별시 금천구,2021-09-02,서울특별시 금천구 가산동 535-55,2025-09-02,2026-09-01,1,유미어스공인중개사사무소,11545-2021-00093,3196,45,3241,0.2547945205479452,2.055305464916202,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,1555,0.9861153961783045,17257.85714285714,1329.5365165345113,0.013884603513148842,8.08394570229562,0.7142857142857143,21,71.02222064395066,0.9861153961783045,152.190468943311,0.18519101029513402,8.069968149059841,8.08394570229562,1432.8524420222698,A,0.009522893134356638,A
92240000-2762,신홍근,서울특별시 용산구,2009-07-17,서울특별시 용산구 원효로1가 108-16,2025-07-17,2026-07-16,1,우리공인중개사사무소,922400002762,1848,34,1882,0.3835616438356164,0.3087719297729704,506.6666666666667,517.6,506.6666666666667,517.6,1,5985,0.9819341121243708,506.6666666666667,772.7457426614609,0.01806588734427955,7.5406215286571525,1.0,15,54.35293957785472,0.9819341121243708,123.19999178666723,3.647368413853878,7.522400231387125,7.5406215286571525,672.5786679892432,A,0.005014444815063497,A
11620-2025-00021,고광호,서울특별시 관악구,2025-02-25,서울특별시 관악구 신림동 1437-27,2025-02-28,2026-02-27,1,해피랜드공인중개사사무소,11620-2025-00021,988,62,1050,0.7643835616438356,3.4911660654022403,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,283,0.9409523800562357,15736.739130434782,459.3402320557095,0.059047618991383215,6.957497370876951,0.5507246376811594,69,15.935483613943813,0.9409523800562357,14.318840372190719,0.06278301951555068,6.8966943316227125,6.957497370876951,557.1270357321441,A,0.004329812863802006,A
11680-2023-00427,이양민,서울특별시 강남구,2023-10-27,서울특별시 강남구 신사동 501-2,2025-10-27,2026-10-26,1,디에이원(TheA1)공인중개사사무소,11680-2023-00427,195,18,213,0.1041095890410958,0.25324675291786136,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,770,0.9154929534483899,5373.442307692308,108.99725613263031,0.08450704185677445,5.365976015021851,0.5192307692307693,52,10.833332731481514,0.9154929534483899,3.749999927884617,0.03628958659974068,5.278114659230517,5.365976015021851,192.56775235656895,B,0.0021679644026897267,B
11560-2024-00127,이가영,서울특별시 영등포구,2024-10-25,서울특별시 영등포구 당산동6가 350-8,2025-10-25,2026-10-24,1,다온부동산공인중개사사무소,11560-2024-00127,531,25,556,0.1095890410958904,1.307881770177631,1880.3,1916.0,1880.3,1916.0,1,406,0.955035969505331,1880.3,255.12989678693623,0.04496402869610786,6.322565239927284,0.4,10,21.239999150400035,0.955035969505331,53.099994690000536,0.28240174425229925,6.2766434893416445,6.322565239927284,247.47742563159167,B,0.002493580559191473,B
11170-2018-00164,이민경,서울특별시 용산구,2018-09-27,서울특별시 용산구 청파동1가 205-3,2025-09-27,2026-09-26,1,명성공인중개사사무소,11170-2018-00164,152,5,157,0.1863013698630137,0.057882711326015725,506.6666666666667,517.6,506.6666666666667,517.6,1,2626,0.9681528600754595,506.6666666666667,91.42341291552395,0.0318471335551138,5.062595033026967,0.5333333333333333,15,30.399993920001215,0.9681528600754595,10.133332657777823,0.29999999940789474,5.030437921392435,5.062595033026967,95.39951389941632,B,0.0015917535740076435,C
11440-2015-00255,고은희,서울특별시 마포구,2015-12-16,서울특별시 마포구 연남동 509-13,2024-12-16,2025-12-15,1,명성공인중개사사무소,11440-2015-00255,606,9,615,0.9671232876712328,0.16639209221131465,33797.21428571428,33861.78571428572,33797.21428571428,33861.78571428572,1,3642,0.9853658520563157,33797.21428571428,274.6248964838026,0.014634146317668054,6.423246963533519,0.5714285714285714,14,67.33332585185269,0.9853658520563157,43.28571119387777,0.017930471868452754,6.408528791059498,6.423246963533519,205.77001153030977,B,0.0022462542309274933,B
11710-2022-00079,강민규,서울특별시 송파구,2022-02-23,서울특별시 송파구 가락동 156-4,2024-12-30,2025-12-29,1,하우스앤부동산공인중개사사무소,11710-2022-00079,32344,84,32428,0.9287671232876712,23.42070961374315,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,1381,0.9974096459541936,3650.2727272727275,13202.729385516059,0.002590354014968843,10.386808363179929,1.0,22,385.0476144637189,0.9974096459541936,1470.181751355375,8.86070779026554,10.384214728478085,10.386808363179929,12805.985643263424,S,0.07696594459492864,S
11380-2018-00070,김소윤,서울특별시 은평구,2018-03-13,서울특별시 은평구 역촌동 20-20,2025-03-13,2026-03-12,1,다원공인중개사사무소,11380-2018-00070,62814,74,62888,0.7287671232876712,22.242917839149108,6890.545454545455,6915.727272727273,6890.545454545455,6915.727272727273,1,2824,0.9988233049071552,6890.545454545455,25378.99387753871,0.0011766950769435075,11.049126546631992,1.0,11,848.8378263670564,0.9988233049071552,5710.363117239717,9.115969179108717,11.047949177438518,11.049126546631992,26292.16995909052,S,0.15693945820152447,S
11590-2025-00042,남동원,서울특별시 동작구,2025-05-19,서울특별시 동작구 대방동 375-73,2025-05-20,2026-05-19,1,하이부동산공인중개사사무소 동작점,11590202500042,988,94,1082,0.5424657534246575,4.9399999753,6821.2,6887.0,6821.2,6887.0,1,200,0.9131238438880555,6821.2,472.99371506964167,0.08687615518772998,6.9874902470009905,0.5333333333333333,15,10.51063818605704,0.9131238438880555,65.86666227555585,0.14484254967676619,6.8966943316227125,6.9874902470009905,556.7264114724982,A,0.004327437148853315,A
11380-2025-00042,권혁주,서울특별시 은평구,2025-05-29,서울특별시 은평구 대조동 3-55,2025-05-29,2026-05-28,1,복덕방공인중개사사무소,11380202500042,168,18,186,0.5178082191780822,0.8842105216620499,6890.545454545455,6915.727272727273,6890.545454545455,6915.727272727273,1,190,0.9032258015955602,6890.545454545455,104.1388792644873,0.09677419302809574,5.231108616854587,0.5454545454545454,11,9.333332814814844,0.9032258015955602,15.272725884297648,0.024381233834658903,5.1298987149230735,5.231108616854587,171.8792204663528,B,0.0020452807326555742,B
11440-2024-00092,권이준,서울특별시 마포구,2024-07-11,서울특별시 마포구 도화동 204-9,2025-07-11,2026-07-10,1,제이공인중개사사무소,11440-2024-00092,80,16,96,0.4,0.15624999969482423,33797.21428571428,33861.78571428572,33797.21428571428,33861.78571428572,1,512,0.8333333246527779,33797.21428571428,59.56249973653158,0.16666666493055557,4.574710978503383,0.2857142857142857,14,4.999999687500019,0.8333333246527779,5.714285306122479,0.0023670589925350173,4.394449154672439,4.574710978503383,-29.713959417392218,C,0.000849826589595329,D
11710-2017-00055,이준호,서울특별시 송파구,2017-02-02,서울특별시 송파구 방이동 155-22,2025-02-03,2026-02-02,1,가야공인중개사사무소,11710-2017-00055,120,10,130,0.8328767123287671,0.03717472117807475,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,3228,0.9230769159763315,3650.2727272727275,77.0640546910707,0.07692307633136096,4.875197323201151,0.5454545454545454,22,11.999998800000121,0.9230769159763315,5.454545206611582,0.03287425596190529,4.795790545596741,4.875197323201151,133.8110775830566,C,0.0018195354016146638,B
