모델,MAE,RMSE,R²,MAPE(%),학습시간(초)
XGBoost,382.6461686726844,494.6949513997692,0.7694061210167119,20.137995043417607,0.8117992877960205
CatBoost,329.6253836958843,446.04786155924086,0.8125282895636959,18.02284203327286,4.509277582168579
GradientBoosting,343.53687364306717,454.22446008049906,0.8055921249627095,18.22743773081332,1.672652244567871
