모델,MAE,RMSE,R²,MAPE(%),학습시간(초)
XGBoost,402.79341275322514,538.1827932185894,0.7270818395675368,21.346969280447496,0.7495746612548828
CatBoost,367.47801840256176,508.70415932175575,0.75616087249584,19.563616705699847,4.719079256057739
GradientBoosting,379.578038914355,511.8499223829682,0.7531358065193654,20.00553092805422,1.9868793487548828
