모델,MAE,RMSE,R²,MAPE(%),학습시간(초)
XGBoost,381.11746106580955,493.4165408996252,0.770596400911703,20.11071253794288,0.7591028213500977
CatBoost,331.0449906285599,446.8464570634982,0.8118563971475052,18.22689808921736,4.298718690872192
GradientBoosting,342.9635796446576,453.45289950740914,0.8062520192191914,18.203595000640743,1.8855047225952148
