모델,MAE,RMSE,R²,MAPE(%),학습시간(초)
XGBoost,355.01829969112424,481.4924052783704,0.7815501750348794,19.1609537393782,0.588792085647583
LightGBM,339.55632449078763,471.6766222193685,0.7903660960748767,18.216844400794848,0.9011094570159912
CatBoost,337.01891655169345,477.85845374793456,0.7848351299826649,18.98111112133209,19.37829041481018
RandomForest,362.510982060145,495.77822881078583,0.7683951115411137,19.880632419733576,0.6475830078125
GradientBoosting,333.0317750676808,477.52310397381945,0.7851370192617295,18.206334298825013,1.9085392951965332
